id,parte,modulo_numero,modulo_titulo,numero,dificuldade,enunciado,codigo_placa,alternativa_correta,comentario,incorreta_1,incorreta_2,incorreta_3,fonte
p1-m3-q178,1,3,Na Direção da Segurança,178,dificil,"Um motorista mantém o farol de neblina aceso em dia claro e ensolarado. Além de ser
inadequado, esse comportamento:",,"É infração prevista no CTB, pois o farol de neblina só pode ser usado em condições
climáticas adversas.","O uso indevido do farol de neblina é proibido pelo CTB, pois pode ofuscar outros condutores e
causar distrações visuais, contrariando o princípio da direção segura.",É aceitável para aumentar a visibilidade do veículo em áreas urbanas.,É obrigatório para veículos de passeio modernos.,É uma boa prática de direção preventiva.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q179,1,3,Na Direção da Segurança,179,facil,A buzina deve ser usada:,,Em toques breves para evitar sinistros.,"Uso é restrito a alertas, em breves toques. Art. 41 do CTB.",Para expressar raiva.,De forma prolongada sempre.,Para abrir caminho na cidade.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q180,1,3,Na Direção da Segurança,180,facil,A condução segura começa com:,,"Perceber, interpretar e agir corretamente.",O tripé percepção–interpretação–ação forma a base da direção segura.,Dirigir apenas em ruas conhecidas.,Evitar sair à noite.,Manter o carro limpo e vistoso.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q181,1,3,Na Direção da Segurança,181,facil,Altura correta do apoio de cabeça:,,Entre o topo da cabeça e a nuca.,Posicionamento adequado evita entorse cervical.,No meio das costas.,"Abaixo da nuca, distante.",Sempre retirado.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q182,1,3,Na Direção da Segurança,182,facil,"Antes de colocar o veículo em via pública, é determinado pelo CTB:",,Verificar equipamentos obrigatórios e combustível suficiente.,"Exigência legal de segurança básica, conforme art. 27 do CTB.",Acelerar para aquecer.,Desligar luzes.,Ignorar o manual do veículo.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q183,1,3,Na Direção da Segurança,183,facil,"Antes de uma curva, a sequência segura para o motociclista é:",,"Sinalizar, reduzir marcha e velocidade, acelerar levemente na entrada.",Preparação fora da curva mantém tração.,Acelerar forte e frear dentro da curva.,Frear no meio da curva e reduzir depois.,Não sinalizar para surpreender para não assustar os outros condutores.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q184,1,3,Na Direção da Segurança,184,facil,"Ao mudar de faixa, qual é a ação essencial?",,Acionar a seta com antecedência.,Sinalizar com antecedência comunica a manobra e reduz risco de sinistro.,Aproximar muito do veículo ao lado.,Olhar só para frente.,Acelerar para ganhar espaço.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q185,1,3,Na Direção da Segurança,185,facil,"Ao perceber pedestres agitados próximos à calçada, o condutor atento deve:",,Reduzir a velocidade e manter atenção redobrada.,Antecipar riscos é parte da função cognitiva e evita sinistros.,Aumentar a velocidade para evitar parar.,"Ignorar, pois estão na calçada.",Buzinar e seguir adiante.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q186,1,3,Na Direção da Segurança,186,facil,"Após afivelar o cinto de segurança, o que fazer?",,Puxar ligeiro para cima e deixar bem justo ao corpo.,Folgas aumentam deslocamento e impactos internos.,Deixar folgado para conforto.,Torcer a fita para prender mais.,Deixar o fecho sem travar.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q187,1,3,Na Direção da Segurança,187,facil,Qual é o calçado adequado para dirigir ou pilotar?,,Que se firme no pé e não escorregue.,Calçados instáveis comprometem o uso dos pedais.,Chinelo solto.,Sandália sem fixação no calcanhar.,Salto alto.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q188,1,3,Na Direção da Segurança,188,dificil,"O que o condutor deve fazer primeiro quando está dirigindo enquanto chove forte na
cidade?",,Reduzir a velocidade e manter o farol baixo aceso.,"Chuva reduz aderência e visibilidade. A conduta segura é diminuir a velocidade e usar farol
baixo.",Ligar o farol alto para “abrir” visão.,Acelerar para sair rápido da chuva.,Frear forte para enxergar melhor.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q189,1,3,Na Direção da Segurança,189,dificil,"Com airbag dianteiro ativo, é proibido:",,Colocar bebê conforto de costas no banco da frente.,A abertura do airbag pode ferir o bebê.,Recuar o banco.,Usar cinto no passageiro.,Fechar os vidros.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q190,1,3,Na Direção da Segurança,190,dificil,Como a carga altera a condução da moto?,,Muda respostas conforme peso e volume.,"A carga na motocicleta pode afetar a estabilidade e o equilíbrio, especialmente se não for
distribuída corretamente. Isso pode tornar a condução mais difícil, dificultando a manobrabilidade, a frenagem
e o controle da moto. Além disso, o peso excessivo ou mal posicionado pode aumentar o risco de acidentes,
especialmente em curvas ou durante frenagens.",Não altera nada se for leve.,Melhora curvas por “lastro”.,Permite frear mais tarde.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q191,1,3,Na Direção da Segurança,191,dificil,Como devem ser ajustados os espelhos laterais?,,Devem exibir só uma pequena parte da lateral do carro.,Referência mínima do próprio veículo sem perder o entorno.,Devem mostrar grande parte da própria porta.,Devem apontar para o chão.,Devem mostrar apenas o céu.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q192,1,3,Na Direção da Segurança,192,intermediario,Como deve estar ajustado o espelho interno?,,Mostrando todo o vidro traseiro.,Posicionamento correto amplia visão traseira.,Mostrando metade do teto.,Mostrando apenas o banco traseiro.,Voltado para o passageiro.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q193,1,3,Na Direção da Segurança,193,intermediario,"O que pode ajudar pedestres e ciclistas a serem mais visíveis à noite para os
motoristas?",,"Roupas claras, faixas refletivas ou luzes.","À noite, para garantir a segurança no trânsito, é fundamental que pedestres e ciclistas usem
roupas claras e equipamentos refletivos, como faixas luminosas ou refletores, para serem vistos com maior
facilidade pelos motoristas. Essa atitude reduz o risco de acidentes, tornando-os mais visíveis no escuro.",Roupas escuras,Fones de ouvido altos.,Falta de iluminação,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q194,1,3,Na Direção da Segurança,194,intermediario,O que caracteriza uma comunicação segura entre os condutores?,,Setas antecipadas e buzina com moderação.,"A comunicação segura no trânsito envolve o uso correto de sinais de trânsito, dispositivos de
iluminação (como setas de direção) e buzinas apenas quando necessário. O objetivo é garantir que todos os
motoristas e pedestres possam antecipar as ações uns dos outros, evitando acidentes e promovendo a
segurança nas vias. O uso inadequado de sinais, ou ignorar a sinalização, pode causar confusão e aumentar o
risco de colisões.",Buzina longa para abrir caminho.,Sinalizar só depois da manobra.,Evitar contato visual.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q195,1,3,Na Direção da Segurança,195,intermediario,Uma condução segura no trânsito envolve:,,"Manter distância segura, usar os sinais corretamente e respeitar a velocidade.","condução segura depende de atitudes como manter distância adequada, usar os sinais de forma
correta, como luzes e setas, e respeitar os limites de velocidade. Esses comportamentos garantem que o
condutor possa reagir a tempo e prevenir acidentes.",Frear e acelerar forte.,Ignorar os limites de velocidade e a sinalização para ganhar tempo.,Usar marcha lenta prolongada.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q196,1,3,Na Direção da Segurança,196,intermediario,Condução eficiente significa:,,Usar menos combustível e poluir menos com pequenas mudanças de hábito.,"A condução eficiente está relacionada à redução do consumo de combustível e à diminuição da
poluição, o que pode ser alcançado com hábitos de direção mais suaves, como evitar acelerações e frenagens
bruscas, manter uma velocidade constante e realizar manutenções regulares no veículo.",Dirigir rápido sempre.,Frear e acelerar forte.,Descartar óleo no ralo.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q197,1,3,Na Direção da Segurança,197,dificil,Por que é mais arriscado dirigir com os faróis apagados ao entardecer?,,Pois diminui a capacidade dos outros motoristas de verem o veículo.,"Ao dirigir ao entardecer, a visibilidade começa a diminuir, e os faróis são essenciais para garantir
que o motorista possa ver e ser visto com clareza. Sem os faróis acesos, o risco de não perceber outros
veículos, pedestres ou obstáculos aumenta significativamente, tornando a condução mais perigosa.",Pois melhora o consumo de energia elétrica.,Pois indica economia de lâmpadas.,Pois só causa risco em rodovias.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q198,1,3,Na Direção da Segurança,198,intermediario,Quais são as consequências de dirigir de forma agressiva?,,Pode aumentar o risco de acidentes e colocar em perigo outros motoristas e pedestres.,"Dirigir de forma agressiva, como acelerar bruscamente, realizar frenagens fortes e mudanças
repentinas de direção, aumenta o risco de acidentes e compromete a segurança de todos no trânsito. Essas
atitudes colocam em perigo outros motoristas, pedestres e o próprio condutor.",Pode reduzir consumo de combustível.,Ajuda a limpar o motor.,Ajuda a diminuir emissões de gases poluentes.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q199,1,3,Na Direção da Segurança,199,intermediario,Como a direção agressiva afeta a segurança no trânsito?,,Aumenta o risco de acidentes e coloca a segurança de todos em risco.,"A direção agressiva, caracterizada por manobras rápidas e bruscas, aumenta o risco de
acidentes e prejudica a segurança de todos no trânsito. Esse comportamento aumenta a probabilidade de
colisões, afetando a integridade física de motoristas, passageiros e pedestres.",Torna o trânsito mais rápido e menos congestionado.,Ajuda a diminuir emissões de gases poluentes.,Proporciona mais controle sobre o veículo em condições adversas.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q200,1,3,Na Direção da Segurança,200,intermediario,Como um motorista deve se compartar durante uma chuva forte?,,"Diminuir a velocidade, ligar farol baixo e limpador.","Durante chuvas fortes, a visibilidade e a aderência dos pneus à pista podem ser comprometidas.
O motorista deve reduzir a velocidade para manter o controle do veículo e aumentar a distância de segurança
dos outros veículos, já que a pista fica mais escorregadia e o tempo de frenagem aumenta. O uso de faróis
baixos é fundamental para melhorar a visibilidade.",Acelerar para escapar da chuva.,Frear de forma brusca.,Usar farol alto.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q201,1,3,Na Direção da Segurança,201,dificil,"Durante o percurso, o passageiro da motocicleta deve:",,Segurar-se de forma segura e permanecer com os pés sobre os pedais.,"O passageiro de motocicleta deve sempre segurar-se adequadamente e manter os pés sobre os
pedais para garantir a sua segurança e o equilíbrio do veículo. Manter uma postura correta ajuda a evitar
quedas e contribui para a estabilidade durante o percurso",Usar o celular para se distrair durante a viagem.,Sentar solto e relaxado demais.,Apoiar peso nos ombros do piloto.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q202,1,3,Na Direção da Segurança,202,intermediario,Qual deve ser a atitude básica do condutor em caso de chuva?,,Reduzir velocidade e manter o limpador ligado.,"Chuva reduz visibilidade, condução deve ser compatível.",Acelerar para sair logo.,Usar farol alto.,Ligar o pisca-alerta em movimento.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q203,1,3,Na Direção da Segurança,203,intermediario,"Qual deve ser a atitude a ser tomada por um condutor quando dirige em
condições adversas?",,Reduzir velocidade e aumentar a atenção.,"Em condições adversas de trânsito ou clima, como chuva, neblina ou má visibilidade, o motorista
deve diminuir a velocidade e aumentar a atenção. Isso permite reagir com segurança a imprevistos,
compensando a redução da aderência dos pneus e a dificuldade de enxergar a via e outros veículos. Essa é a
atitude preventiva mais importante para evitar acidentes.",Manter a mesma velocidade.,Desligar os faróis.,Ultrapassar para “sair logo”.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q204,1,3,Na Direção da Segurança,204,intermediario,"Em cruzamentos, para ser visto e evitar sinistro, o motociclista deve:",,"Posicionar-se visível, sinalizar e buscar contato visual.","Nos cruzamentos, onde o risco de colisões é maior, o motociclista deve reduzir a velocidade,
manter os faróis ligados e usar corretamente as setas para indicar suas intenções. Essas atitudes aumentam a
visibilidade e permitem que os outros condutores antecipem suas ações, evitando sinistros. A condução
defensiva e previsível é essencial para a segurança no trânsito.",Parar no ponto cego do carro.,Passar sem reduzir.,Acelerar para “ganhar a frente”.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q205,1,3,Na Direção da Segurança,205,dificil,"Qual é a recomendação quando um motoclista está conduzindo em uma via com piso
molhado?",,Antecipar freadas e evitar travamentos.,"No piso molhado, a aderência dos pneus diminui, aumentando o risco de derrapagens e perda
de controle do veículo. Por isso, o condutor deve reduzir a velocidade, manter distância de segurança e evitar
manobras bruscas.",Frear tarde e forte.,Acelerar para “secar” o pneu.,Inclinar mais nas curvas.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q206,1,3,Na Direção da Segurança,206,intermediario,"Quando o condutor de motocicleta é obrigado a manter a viseira do capacete
abaixada?",,Sempre que a motocicleta estiver em movimento.,"A viseira do capacete deve permanecer abaixada enquanto a motocicleta estiver em movimento,
garantindo a proteção dos olhos e do rosto contra vento, poeira, pedras e insetos. Essa medida é essencial
para a segurança e visibilidade do condutor, evitando distrações ou lesões que possam causar acidentes.",Apenas quando chover.,Só em rodovia.,Nunca é necessário.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q207,1,3,Na Direção da Segurança,207,facil,Qual das opções representa uma condição adversa do veículo?,,Pneus carecas,"As condições adversas do veículo são aquelas que afetam sua segurança e desempenho,
aumentando o risco de acidentes. Freios com defeito, pneus carecas, direção desregulada ou faróis
queimados são exemplos claros. Manter a manutenção em dia é essencial para evitar falhas mecânicas e
garantir uma condução segura.",Revisão em dia.,Freios regulados.,Limpadores novos.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q208,1,3,Na Direção da Segurança,208,facil,Por que é importante frear o veículo de forma gradual?,,Pois alerta quem vem atrás e evita sustos.,"Frear de forma gradual e antecipada é uma prática essencial de direção defensiva, pois mantém
o controle do veículo e permite que o motorista que vem atrás perceba a redução de velocidade e reaja a
tempo.",Pois faz o carro andar sozinho.,Pois aumenta o desgaste de pneus.,Pois substitui o uso das setas.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q209,1,3,Na Direção da Segurança,209,facil,Qual a principal função principal do cinto de segurança em um veículo?,,Conter o corpo e reduzir lesões graves.,"A principal função do cinto de segurança é reter o corpo dos ocupantes em caso de acidente ou
frenagem repentina, evitando que sejam arremessados contra o painel, o para-brisa ou para fora do veículo.
Seu uso é obrigatório por lei (art. 65 do CTB) e é um dos equipamentos mais eficazes na redução de mortes e
ferimentos graves no trânsito. Portanto, o cinto é um dispositivo de segurança vital, tanto para o condutor
quanto para os passageiros.",Evitar multas apenas.,Aumentar conforto do banco.,Substituir o airbag.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q210,1,3,Na Direção da Segurança,210,facil,As luzes do veículo têm como uma de suas principais funções:,,Garantir a visibilidade do veículo e permitir a comunicação com outros condutores.,"As luzes do veículo — como faróis, lanternas, luz de freio e setas — têm a função de tornar o
veículo visível e indicar suas intenções de manobra aos demais usuários da via. Elas são fundamentais para a
segurança e comunicação no trânsito, especialmente à noite ou em condições de baixa visibilidade.",Decorar o carro.,Aumentar potência do motor.,Reduzir o consumo de combustível,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q211,1,3,Na Direção da Segurança,211,facil,"Quando o motociclista está parado em um cruzamento, qual deve ser sua postura
correta?",,Posicionar-se para ser visto nos espelhos do carro à frente.,Posicionamento visível reduz riscos de arranque inesperado e atropelamento.,Parar colado ao meio-fio.,Ficar no ponto cego do ônibus.,Ficar com o motor desligado até que o trânsito volte a fluir.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q212,1,3,Na Direção da Segurança,212,facil,"Durante uma chuva intensa, qual deve ser a atitude correta do condutor?",,Aumentar distância e evitar frear bruscamente.,"m chuvas intensas, a visibilidade e a aderência dos pneus diminuem, aumentando o risco de
aquaplanagem e colisões. Por isso, o condutor deve reduzir a velocidade, aumentar a distância do veículo à
frente e manter os faróis baixos acesos para ser visto por outros motoristas.",Ligar farol alto e acelerar.,Usar buzina contínua.,Andar no “vácuo” de caminhões.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q213,1,3,Na Direção da Segurança,213,dificil,"Ao se aproximar de uma curva, qual deve ser o comportamento correto do motociclista?",,Reduzir antes e manter aceleração constante na curva.,"Em curvas, o motociclista deve reduzir a velocidade antes de entrar, mantendo o controle e a
estabilidade da moto. Durante a curva, deve inclinar o corpo junto com o veículo, mantendo o olhar voltado
para a saída da curva. Frear ou acelerar bruscamente dentro da curva pode causar perda de aderência dos
pneus e quedas, por isso a antecipação e o equilíbrio corporal são fundamentais para uma pilotagem segura.",Frear forte dentro da curva.,Acelerar bruscamente somente na saída.,Olhar para o obstáculo.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q214,1,3,Na Direção da Segurança,214,facil,O que é o airbag?,,Uma bolsa que infla em milésimos de segundo após impacto.,"Dispositivo de segurança passiva para reduzir lesões. É um equipamento de segurança
complementar ao cinto de segurança, projetado para amortecer o impacto em caso de colisões, reduzindo o
risco de ferimentos graves.",Um sensor que freia o carro sozinho.,Um tipo de freio ABS.,Um enfeite do volante.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q215,1,3,Na Direção da Segurança,215,facil,O apoio de cabeça serve para:,,Proteger o pescoço contra o efeito chicote.,Reduz hiperextensão cervical em colisão traseira.,Apoiar para dormir.,Deixar o banco mais bonito.,Aumentar espaço no carro.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q216,1,3,Na Direção da Segurança,216,facil,O cinto de segurança deve ser usado:,,"Por todos os ocupantes, inclusive atrás.","Reduz lesões em sinistros. Sendo de uso obrigatório em todo territorio nacional, conforme art. 65
do CTB.",Só pelo motorista.,Apenas no banco dianteiro.,Apenas em rodovias.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q217,1,3,Na Direção da Segurança,217,facil,O para-brisa deve estar:,,Limpo e sem películas escuras que prejudiquem a visão.,"Transparência melhora a percepção, especialmente à noite.",Com películas escuras para reduzir luz.,Úmido para cortar reflexo.,Sempre entreaberto.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q218,1,3,Na Direção da Segurança,218,facil,O passageiro deve subir na motocicleta:,,Pelo lado oposto ao escapamento.,Evita queimaduras e desequilíbrios.,Pelo lado do escapamento.,Pela frente da moto.,"Por trás, segurando o baú.",/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q219,1,3,Na Direção da Segurança,219,facil,O posicionamento correto do carro na via é:,,"Centralizado na faixa, com distância lateral.",Centralizar melhora controle e previsibilidade.,Colado no meio-fio.,Avançando sobre faixas vizinhas.,“Costurando” o trânsito.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q220,1,3,Na Direção da Segurança,220,intermediario,O que é distância de reação?,,Espaço percorrido até o cérebro perceber o perigo e acionar o freio.,Dura cerca de 1 segundo e varia conforme a atenção do condutor.,Distância do carro até o pedestre.,Espaço entre duas faixas.,Tamanho do veículo.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q221,1,3,Na Direção da Segurança,221,facil,O que o motorista deve observar antes da curva?,,"Condições da pista, tipo de curva e aderência.",A prevenção começa pela leitura do ambiente viário.,Apenas o velocímetro.,Só o retrovisor interno.,A cor do carro da frente.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q222,1,3,Na Direção da Segurança,222,facil,Onde o uso indevido da buzina é proibido?,,Áreas urbanas entre 22h e 6h e zonas de silêncio.,Art. 227 do CTB.,Rodovias sem moradores.,Estacionamentos particulares.,Apenas próximo a escolas.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q223,1,3,Na Direção da Segurança,223,facil,Ouvir uma sirene enquanto dirige é um alerta para:,,Redobrar a atenção e facilitar a passagem do veículo de emergência.,A audição faz parte da função sensorial e ajuda na prevenção de sinistros.,Aumentar a velocidade para sair rápido.,Ligar o pisca-alerta e continuar na mesma faixa.,Ignorar o som se estiver na sua pista.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q224,1,3,Na Direção da Segurança,224,facil,O que deve ser feito antes de mudar de faixa.,,Acionar a seta com antecedência.,A seta comunica intenção do condutor e evita conflitos.,Buzinar longamente.,Apagar os faróis.,Fechar os retrovisores.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q225,1,3,Na Direção da Segurança,225,facil,"Para checar pontos cegos ao mudar de faixa, faça:",,Olhe espelhos e vire levemente a cabeça.,"Há áreas sem visão direta, devendo sempre serem verificadas.",Confie só no espelho interno.,Use apenas os ouvidos.,Mude sem sinalizar.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q226,1,3,Na Direção da Segurança,226,facil,"Para manter estabilidade, recomenda-se ao motociclista:",,Usar sempre o freio motor.,Desaceleração mecânica é progressiva e segura.,Só frear a roda dianteira.,Desligar a marcha.,Travar roda traseira.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q227,1,3,Na Direção da Segurança,227,facil,"Para o airbag ser eficaz, é essencial:",,Usar o cinto de segurança corretamente.,"Sem cinto, o airbag pode ferir o condutor ou passageiros.",Desligar todas as luzes.,Andar só devagar.,Tirar o encosto de cabeça.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q228,1,3,Na Direção da Segurança,228,facil,"Para prevenir sinistros, a atitude básica do bom condutor é:",,Antecipar riscos e decidir com calma.,Previsão e decisão segura são princípios da direção defensiva e preventiva.,Confiar só na experiência.,Acelerar para sair do perigo.,Usar o celular com discrição.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q229,1,3,Na Direção da Segurança,229,facil,"Para ser visto à noite como pedestre ou ciclista, o que ajuda?",,Usar roupas claras ou faixas refletivas.,"Visibilidade salva vidas, materiais refletivos aumentam detecção por motoristas.",Evitar qualquer iluminação.,Caminhar na pista sem atenção.,Desligar a lanterna da bicicleta.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q230,1,3,Na Direção da Segurança,230,facil,"Para ser visto no cruzamento, o motociclista deve:",,Posicionar-se onde apareça nos retrovisores dos veículos à frente.,Importante evitar pontos cegos para garantir a segurança de todos.,Ficar atrás do para-choque do carro.,Apagar o farol.,Andar pelo acostamento.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q231,1,3,Na Direção da Segurança,231,facil,Por que ver e ser visto é essencial no trânsito?,,"Porque se você não vê ou não é visto, o risco de sinistro aumenta.",Visibilidade mútua evita surpresas e previne sinistros.,Porque melhora apenas o conforto do motorista.,Porque serve só para rodovias.,Porque evita gastar com manutenção.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q232,1,3,Na Direção da Segurança,232,facil,Por que a condução segura é também um ato social?,,Porque cada decisão afeta a vida dos outros usuários da via.,"O trânsito é um espaço coletivo, a segurança depende da convivência responsável.",Porque dirigir é um direito individual absoluto.,Porque todos devem seguir o mesmo ritmo.,Porque quem dirige mal é mais respeitado.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q233,1,3,Na Direção da Segurança,233,facil,Por que a velocidade é um dos fatores mais críticos da segurança viária?,,Porque afeta diretamente a gravidade dos sinistros.,Mesmo pequenas variações de velocidade alteram totalmente as consequências de um impacto.,Porque melhora o conforto.,Porque reduz a atenção.,Porque evita derrapagens.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q234,1,3,Na Direção da Segurança,234,facil,Por que ajustar os espelhos antes de sair?,,Para ampliar o campo de visão e reduzir pontos cegos.,Ajustes corretos aumentam percepção lateral e traseira e evitam surpresas.,Para ver apenas o interior do veículo.,Para não precisar olhar a via.,Para dirigir sem cintos.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q235,1,3,Na Direção da Segurança,235,facil,Por que evitar pontos cegos de caminhões e ônibus?,,Porque o condutor desses veículos pode não enxergar você.,Posição fora do campo visual reduz risco de colisão.,Porque a multa é maior.,Porque economiza combustível.,Porque facilita ouvir música.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q236,1,3,Na Direção da Segurança,236,intermediario,Por que evitar roupas largas ao pilotar?,,Podem enroscar na corrente ou pedais.,Risco mecânico e de queda.,Esfriam o corpo.,Melhoram aerodinâmica.,Deixam a viseira limpa.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q237,1,3,Na Direção da Segurança,237,intermediario,Por que não deixar objetos soltos no carro?,,Podem virar projéteis em sinistros.,Objetos arremessados agravam ferimentos.,Atrapalham a limpeza.,Aumentam conforto.,Melhoram consumo.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q238,1,3,Na Direção da Segurança,238,facil,Por que o condutor deve observar os pedestres antes de ligar o veículo?,,Porque pode haver alguém atravessando à frente ou atrás do veículo.,Observar o entorno é parte da função sensorial e reduz sinistros ao iniciar a condução.,Porque o motor frio gasta mais combustível.,Porque é exigência apenas para carros novos.,Porque evita multas de estacionamento.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m3-q239,1,3,Na Direção da Segurança,239,facil,Por que o motociclista é mais vulnerável no trânsito?,,Porque não é protegido por carroceria e é pouco visível.,A exposição direta aumenta o risco e exige atenção constante.,Tem freios mais fracos.,Anda sempre mais rápido.,Usa pistas exclusivas.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
